"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3220000","3220000-121-2025-00021","2025-02-26","","03","폐업","02","폐업","2025-03-06","","","","","","135-902","서울특별시 강남구 압구정동 494 갤러리아백화점","서울특별시 강남구 압구정로 343, 갤러리아백화점 명품관 WEST 지하1층 식품행사장호 (압구정동)","06008","네모네(한시적)","2025-03-07 04:15:09","U","2024-12-03 00:09:00.0","제과점영업","203470.848439305","447369.579851952","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-121-2020-00013","2020-12-08","","03","폐업","02","폐업","2025-03-07","","","","","30.00","142-810","서울특별시 강북구 미아동 207-15","서울특별시 강북구 도봉로55길 4, 1층 (미아동)","01125","온기","2025-03-07 11:24:43","U","2024-12-03 00:09:00.0","제과점영업","202162.560828422","458347.151438513","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00026","2025-03-07","","03","폐업","02","폐업","2025-03-14","","","","02  62050297","0.00","135-724","서울특별시 강남구 압구정동 429 현대백화점본점","서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 식품관호 (압구정동)","06001","파티세리몽슈슈 현대백화점 무역센터점(한시적)","2025-03-15 04:15:12","U","2024-12-02 23:07:00.0","제과점영업","202358.505687227","447232.955697694","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00025","2025-03-06","","03","폐업","02","폐업","2025-03-14","","","","","","135-730","서울특별시 강남구 삼성동 159-7 현대백화점","서울특별시 강남구 테헤란로 517, 현대백화점 무역센터점 지하1층 식품행사장 일부 (삼성동)","06164","보따리제과점(한시적)","2025-03-15 04:15:12","U","2024-12-02 23:07:00.0","제과점영업","205210.358779172","445154.42225208","","","","","","","","","","","","","","","","","","",""
"3110000","3110000-121-2025-00012","2025-04-30","","03","폐업","02","폐업","2025-05-03","","","","","0.00","122-200","서울특별시 은평구 진관동 362-2 은평구립축구장","서울특별시 은평구 진관1로 46, 은평구립축구장 (진관동)","03311","꿈친베이커리카페 녹번점","2025-05-04 04:15:09","U","2024-12-05 00:08:00.0","제과점영업","193278.222250548","458702.076872225","","","","","","","","","","","","","","","","","","",""
"3070000","3070000-121-2025-00003","2025-06-17","","01","영업/정상","01","영업","","","","","","20.00","136-085","서울특별시 성북구 보문동5가 145-6","서울특별시 성북구 지봉로24길 59, 지상1층 (보문동5가)","02872","크레레 베이커리(CRERE BAKERY)","2025-06-17 10:21:17","I","2024-12-05 23:09:00.0","제과점영업","201724.985586303","453369.485060555","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00092","2025-06-17","","01","영업/정상","01","영업","","","","","070 47981213","24.00","135-843","서울특별시 강남구 대치동 921-16","서울특별시 강남구 선릉로68길 7, 지상1층 104호 (대치동)","06199","모너트","2025-06-17 14:44:27","I","2024-12-05 23:09:00.0","제과점영업","204554.189327311","444098.645097678","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00069","2025-04-30","","03","폐업","02","폐업","2025-05-14","","","","","0.00","135-896","서울특별시 강남구 신사동 645-15","서울특별시 강남구 언주로164길 21-3, 1층 (신사동)","06020","아베크아롬(AVEC AROME)(한시적)","2025-05-14 10:47:10","U","2024-12-04 23:06:00.0","제과점영업","203043.380268829","447052.006277816","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00068","2025-04-30","","03","폐업","02","폐업","2025-05-08","","","","","0.00","135-724","서울특별시 강남구 압구정동 429 현대백화점본점","서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 (압구정동)","06001","마얘(한시적)","2025-05-09 04:15:10","U","2024-12-04 23:01:00.0","제과점영업","202358.505687227","447232.955697694","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-121-2025-00024","2025-04-30","","03","폐업","02","폐업","2025-05-08","","","","","3.30","150-875","서울특별시 영등포구 여의도동 22 파크원","서울특별시 영등포구 여의대로 108, 더현대 서울 지하1층 (여의도동)","07335","몰리하우스","2025-05-09 04:15:09","U","2024-12-04 23:01:00.0","제과점영업","193592.000380036","447092.629432527","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2025-00017","2025-06-17","","03","폐업","02","폐업","2025-07-10","","","","","","140-780","서울특별시 용산구 한강로3가 40-999 용산역","서울특별시 용산구 한강대로23길 55, 용산역 6층 (한강로3가)","04377","몰리하우스","2025-07-11 04:15:09","U","2024-12-06 23:03:00.0","제과점영업","196762.077394917","447480.039577359","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00046","2025-04-30","","03","폐업","02","폐업","2025-05-15","","","","","6.46","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, B1층 (잠실동)","05554","라에비뉴","2025-05-16 04:15:09","U","2024-12-04 23:08:00.0","제과점영업","208589.363343145","445455.90405262","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2025-00005","2025-03-10","","01","영업/정상","01","영업","","","","","","71.18","140-834","서울특별시 용산구 용산동2가 5-79","서울특별시 용산구 신흥로 13-1, 3층 (용산동2가)","04338","동그라미 랩(동그라미 LAB)","2025-03-10 15:00:12","I","2024-12-02 23:02:00.0","제과점영업","198724.871725235","448619.31039157","","","","","","","","","","","","","","","","","","",""
"3060000","3060000-121-2025-00002","2025-03-10","","01","영업/정상","01","영업","","","","","","85.80","131-872","서울특별시 중랑구 신내동 648 디아뜨갤러리","서울특별시 중랑구 신내로 225, 디아뜨갤러리 1층 148,149호 (신내동)","02024","뚜레쥬르 봉화산역점","2025-03-10 13:49:41","I","2024-12-02 23:02:00.0","제과점영업","207990.479257211","457183.637796144","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-121-2025-00013","2025-03-07","","03","폐업","02","폐업","2025-03-14","","","","","12.92","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 잠실점 지하1층 (잠실동)","05554","쇼콜라팔레트","2025-03-15 04:15:10","U","2024-12-02 23:07:00.0","제과점영업","208589.363343145","445455.90405262","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-121-2025-00007","2025-05-01","","01","영업/정상","01","영업","","","","","","131.54","130-811","서울특별시 동대문구 신설동 96-48 신설동역자이르네","서울특별시 동대문구 천호대로 26, 1층 115,116,118호 (신설동, 신설동역자이르네)","02586","브레댄코 신설동역점","2025-05-01 16:38:35","I","2024-12-05 00:03:00.0","제과점영업","202232.554341254","452397.732552095","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-121-2025-00004","2025-05-01","","01","영업/정상","01","영업","","","","","","33.20","156-839","서울특별시 동작구 상도동 348-148","서울특별시 동작구 상도로 111, 1층 5호 (상도동)","06952","작업실 하편","2025-05-01 11:32:18","I","2024-12-05 00:03:00.0","제과점영업","193953.121257589","444316.434697747","","","","","","","","","","","","","","","","","","",""
"3200000","3200000-121-2025-00003","2025-06-17","","01","영업/정상","01","영업","","","","","","40.00","151-890","서울특별시 관악구 신림동 1413-12","서울특별시 관악구 신림로64길 59, 1층 101호 (신림동)","08755","특별한 호두와플&다과","2025-06-17 15:31:09","I","2024-12-05 23:09:00.0","제과점영업","194013.607006216","442585.074186462","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-121-2025-00002","2025-03-07","","01","영업/정상","01","영업","","","","","","57.05","130-826","서울특별시 동대문구 이문동 292-10","서울특별시 동대문구 이문로 136, 지하1층 (이문동)","02418","베이커리코너 이마트에브리데이 이문점","2025-03-07 16:10:29","I","2024-12-03 00:09:00.0","제과점영업","205396.363734301","455131.683241064","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-121-2025-00001","2025-03-07","","01","영업/정상","01","영업","","","","","","19.00","142-861","서울특별시 강북구 번동 307 다전빌딩","서울특별시 강북구 오현로32길 4-3, 다전빌딩 1층 6호 (번동)","01224","안가네 대추빵","2025-03-07 14:02:54","I","2024-12-03 00:09:00.0","제과점영업","203448.804741152","458454.621277835","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-121-2025-00011","2025-03-07","","01","영업/정상","01","영업","","","","","02  755 0010","65.50","100-070","서울특별시 중구 소공동 1 롯데백화점 본점","서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 (소공동)","04533","고려당","2025-12-31 11:54:10","U","2025-12-01 00:03:00.0","제과점영업","198259.65357739","451392.198218657","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-121-2024-00024","2024-07-12","","01","영업/정상","01","영업","","","","","","51.30","140-880","서울특별시 용산구 한강로3가 40-481 영창빌딩","서울특별시 용산구 한강대로21가길 27, 영창빌딩 지하1층 (한강로3가)","04379","왓어브레드 용산점","2026-02-20 18:05:55","U","2025-12-01 22:02:00.0","제과점영업","196598.802768339","447140.742642096","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00027","2025-03-07","","01","영업/정상","01","영업","","","","","","270.00","135-888","서울특별시 강남구 신사동 517-5","서울특별시 강남구 압구정로2길 45, 지상1층 (신사동)","06034","플라워 아티장 베이커리","2025-03-07 13:07:27","I","2024-12-03 00:09:00.0","제과점영업","201795.581492821","446302.471896205","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-121-2025-00011","2025-03-07","","01","영업/정상","01","영업","","","","","","35.72","121-805","서울특별시 마포구 공덕동 476 공덕파크자이","서울특별시 마포구 백범로 152, 201동 1층 12호 (공덕동, 공덕파크자이)","04148","비아살라리아","2025-03-07 13:13:01","I","2024-12-03 00:09:00.0","제과점영업","195331.885613245","449180.427006045","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-121-2025-00003","2025-03-10","","01","영업/정상","01","영업","","","","","","49.95","130-857","서울특별시 동대문구 전농동 500-24","서울특별시 동대문구 서울시립대로 70-1, 지하1층 (전농동)","02551","문테리어","2025-03-28 17:35:44","U","2024-12-02 21:00:00.0","제과점영업","204238.825270903","452771.193451575","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-121-2025-00017","2025-03-07","","01","영업/정상","01","영업","","","","","","6.60","137-713","서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층","서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)","06546","1994양과점","2025-03-07 17:28:35","I","2024-12-03 00:09:00.0","제과점영업","200250.447804795","444683.220506107","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-121-2025-00028","2025-03-07","","03","폐업","02","폐업","2025-03-27","","","","","","135-724","서울특별시 강남구 압구정동 429 현대백화점본점","서울특별시 강남구 압구정로 165, 현대백화점본점 지하1층 식품관 (압구정동)","06001","플라워 아티장 베이커리(한시적)","2025-03-28 04:15:10","U","2024-12-02 21:00:00.0","제과점영업","202358.505687227","447232.955697694","","","","","","","","","","","","","","","","","","",""
"3070000","3070000-121-2016-00013","2016-09-20","","03","폐업","02","폐업","2025-06-17","","","","02  925 8500","50.00","136-858","서울특별시 성북구 종암동 18-1 1층","서울특별시 성북구 종암로 69 (종암동, 1층)","02810","빵장수 단팥빵 성북구점","2025-06-17 14:14:36","U","2024-12-05 23:09:00.0","제과점영업","203029.865604086","454902.292443106","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2012-00012","2012-08-07","","01","영업/정상","01","영업","","","","","","95.70","134-846","서울특별시 강동구 성내동 442-16 진스빌딩 101호","서울특별시 강동구 강동대로53길 18, 101호 (성내동, 진스빌딩)","05408","경성빵공장 올림픽공원점","2025-06-17 10:54:35","U","2024-12-05 23:09:00.0","제과점영업","211592.37468424","446824.910976521","","","","","","","","","","","","","","","","","","",""
"3120000","3120000-121-2025-00012","2025-06-17","","03","폐업","02","폐업","2025-06-26","","","","","","120-706","서울특별시 서대문구 창천동 30-33 현대백화점신촌점","서울특별시 서대문구 신촌로 83, 현대백화점신촌점 지하1층 (창천동)","03789","보정당앞산","2025-06-27 04:15:08","U","2024-12-05 22:09:00.0","제과점영업","194265.067639805","450433.691021245","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-121-2025-00002","2025-03-10","","01","영업/정상","01","영업","","","","","","23.00","153-857","서울특별시 금천구 시흥동 880-9","서울특별시 금천구 시흥대로62길 38 (시흥동)","08626","친구빵집","2025-03-10 11:28:05","I","2024-12-02 23:02:00.0","제과점영업","191261.684466302","439333.30431513","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-121-2025-00010","2025-03-10","","01","영업/정상","01","영업","","","","","","78.00","134-819","서울특별시 강동구 둔촌동 170-1 포레온스테이션5","서울특별시 강동구 양재대로 1360, 포레온스테이션5 지1층 B147,B148,B149호 (둔촌동)","05409","파리바게뜨 둔촌동역포레온점","2025-03-10 10:53:38","I","2024-12-02 23:02:00.0","제과점영업","212195.109947109","447197.273286818","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-121-2025-00012","2025-03-10","","01","영업/정상","01","영업","","","","","","32.00","150-889","서울특별시 영등포구 여의도동 43-3 홍우빌딩","서울특별시 영등포구 국제금융로 78, 홍우빌딩 1층 129호 (여의도동)","07333","eule bakery 오일레 베이커리","2025-03-10 17:08:38","I","2024-12-02 23:02:00.0","제과점영업","193844.169062846","446511.783285705","","","","","","","","","","","","","","","","","","",""
